거래ID,거래일자,사원번호,사원명,지역,팀,상품명,금액,상태
TXN-2025215-9131,2025-08-03,EMP1036,서상현,광주,광주1팀,IoT 패키지,42557,개통완료
TXN-2025289-9154,2025-10-16,EMP1008,윤상현,서울,서울3팀,IoT 패키지,27890,취소
TXN-2025214-5617,2025-08-02,EMP1023,장상현,부산,부산2팀,IPTV 프리미엄,20319,구매확정
TXN-2025307-7577,2025-11-03,EMP1020,이서연,부산,부산1팀,AI 비서 구독,14264,구매확정
TXN-2026008-5912,2026-01-08,EMP1010,신태영,경기,경기1팀,,31882,개통완료
TXN-2025321-1493,2025-11-17,EMP1005,김성호,서울,서울2팀,5G 요금제,87070,검토완료
TXN-2025085-1586,2025-03-26,EMP1002,윤서연,서울,서울1팀,IPTV 프리미엄,26188,취소
TXN-2025209-1781,2025-07-28,EMP1005,김성호,서울,서울2팀,IoT 패키지,14578,반려
TXN-2026069-8064,2026-03-10,EMP1018,박하은,경기,경기2팀,5G 요금제,76799,구매확정
TXN-2026055-6085,2026-02-24,EMP1003,정수진,서울,서울1팀,IPTV 프리미엄,30984,구매확정
TXN-2025301-8536,2025-10-28,EMP1019,오현우,경기,경기2팀,5G 요금제,66963,개통완료
TXN-2026056-4770,2026-02-25,EMP1028,윤미래,부산,부산2팀,클라우드 서버,"""1,591,652""",취소
TXN-2026008-2519,2026-01-08,EMP1032,이태영,대전,대전1팀,AI 비서 구독,12092,구매확정
TXN-2025036-5061,2025-02-05,EMP1002,윤서연,서울,서울1팀,AI 비서 구독,10232,구매확정
TXN-2025136-8532,2025-05-16,EMP1037,정준혁,광주,광주1팀,클라우드 서버,1685130,구매확정
TXN-2025235-8378,2025-08-23,EMP1026,조준혁,부산,부산2팀,IoT 패키지,27427,취소
TXN-2025260-3549,2025-09-17,EMP1021,임성호,부산,부산1팀,IPTV 프리미엄,,취소
TXN-2025115-1112,2025-04-25,EMP1018,박하은,경기,경기2팀,클라우드 Server,1049399,구매확정
TXN-2026017-1765,2026-01-17,EMP1008,윤상현,서울,서울3팀,,53613,개통완료
TXN-2025002-2779,2025-01-02,EMP1006,조서연,서울,서울2팀,인터넷 결합,37397,검토완료
TXN-2025150-2601,2025-05-30,EMP1020,이서연,부산,부산1팀,클라우드 서버,1932649,구매확정
TXN-2025354-4861,2025-12-20,EMP1031,이서연,대전,대전1팀,인터넷 결합,47940,구매확정
TXN-2025180-5304,2025-06-29,EMP1028,윤미래,부산,부산2팀,ai 비서 구독,18672,구매확정
TXN-2025313-8978,2025-11-09,EMP1020,이서연,부산,부산1팀,IoT패키지,20101,검토완료
TXN-2025050-9914,2025-02-19,EMP1024,오미래,부산,부산2팀,IoT 패키지,29481,구매확정
TXN-2025223-1127,2025-08-11,EMP1036,서상현,광주,광주1팀,IPTV 프리미엄,27089,구매확정
TXN-2025290-8648,2025-10-17,EMP1030,윤태영,대전,대전1팀,IPTV 프리미엄,17178,구매확정
TXN-2025069-3928,2025-03-10,EMP1002,윤서연,서울,서울1팀,IPTV프리미엄,"""26,708""",구매확정
TXN-2025051-3421,2025-02-20,EMP1007,조유진,서울,서울3팀,Cloud 서버,288347,구매확정
TXN-2025153-2386,2025-06-02,EMP1039,장유진,광주,광주1팀,IoT 패키지,40357,개통완료
TXN-2025229-3442,2025-08-17,EMP1014,최나연,경기,경기2팀,5G 요금제,84947,개통완료
TXN-2025228-8640,2025-08-16,EMP1017,최동현,경기,경기2팀,IoT 패키지,48818,접수
TXN-2025165-9741,2025-06-14,EMP1021,임성호,부산,부산1팀,인터넷 결합,43604,검토완료
TXN-2025150-5065,2025-05-30,EMP1027,박미래,부산,부산2팀,,87314,구매확정
TXN-2025117-9400,2025-10-04,EMP1019,오현우,경기,경기2팀,IoT 패키지,12135,구매확정
TXN-2025079-6943,2025-03-20,EMP1004,신지은,서울,서울2팀,IoT 패키지,35015,구매확정
TXN-2025025-2653,2025-01-25,EMP1021,임성호,부산,부산1팀,IPTV 프리미엄,32340,반려
TXN-2025140-6688,2025-05-20,EMP1001,김준혁,서울,서울1팀,AI 비서 구독,12863,검토완료
TXN-2025131-8767,2025-05-11,EMP1027,박미래,부산,부산2팀,AI 비서 구독,10908,구매확정
TXN-2025028-6823,2025-01-28,EMP1007,조유진,서울,서울3팀,IoT 패키지,30183,구매확정
TXN-2025028-3039,2025-01-28,EMP1018,박하은,경기,경기2팀,인터넷 결합,52316,구매확정
TXN-2025116-5901,2025-04-26,EMP1003,정수진,서울,서울1팀,인터넷 결합,"""37,037""",구매확정
TXN-2026062-5713,2026-03-03,EMP1025,오나연,부산,부산2팀,5G 요금제,67292,검토완료
TXN-2025224-4233,2025-08-12,EMP1020,이서연,부산,부산1팀,사물인터넷 패키지,13529,구매확정
TXN-2025021-5275,2025-01-21,EMP1023,장상현,부산,부산2팀,IPTV 프리미엄,21293,구매확정
TXN-2026037-4467,2026-02-06,EMP1005,김성호,서울,서울2팀,AI비서구독,10667,구매확정
TXN-2025242-4132,2025-08-30,EMP1036,서상현,광주,광주1팀,5G 요금제,84238,취소
TXN-2026075-7601,2026-03-16,EMP1036,서상현,광주,광주1팀,클라우드 서버,1654549,반려
TXN-2025103-4215,2025-04-13,EMP1006,조서연,서울,서울2팀,클라우드 서버,1452857,구매확정
TXN-2026039-5807,2026-02-08,EMP1039,장유진,광주,광주1팀,AI Assistant,10792,구매확정
TXN-2025265-9538,2025-09-22,EMP1017,최동현,경기,경기2팀,클라우드 서버,1280565,구매확정
TXN-2025189-9474,2025-07-08,EMP1001,김준혁,서울,서울1팀,5G 요금제,77036,검토완료
TXN-2026079-1290,2026-03-20,EMP1003,정수진,서울,서울1팀,인터넷결합,34156,구매확정
TXN-2026077-7531,2026-03-18,EMP1004,신지은,서울,서울2팀,5G 요금제,88259,검토완료
TXN-2025279-2506,2025-10-06,EMP1030,윤태영,대전,대전1팀,AI 비서 구독,11402,구매확정
TXN-2025254-8822,2025-09-11,EMP1001,김준혁,서울,서울1팀,IPTV 프리미엄,17942,개통완료
TXN-2025202-5514,2025-07-21,EMP1007,조유진,서울,서울3팀,인터넷 결합,54508,구매확정
TXN-2025208-5356,2025-07-27,EMP1009,장민수,서울,서울3팀,IPTV Premium,22038,개통완료
TXN-2025119-8238,2025-04-29,EMP1012,조태영,경기,경기1팀,IPTV 프리미엄,27612,구매확정
TXN-2025280-2215,2025-10-07,EMP1004,신지은,서울,서울2팀,5G 요금제,57030,구매확정
TXN-2025068-8360,2025-03-09,EMP1030,윤태영,대전,대전1팀,클라우드 서버,1016037,환불
TXN-2026024-8714,2026-01-24,EMP1035,조지민,광주,광주1팀,클라우드 서버,433162,접수
TXN-2026012-3874,2026-01-12,EMP1032,이태영,대전,대전1팀,IPTV 프리미엄,19867,접수
TXN-2026076-8747,2026-03-17,EMP1036,서상현,광주,광주1팀,AI 비서 구독,11313,개통완료
TXN-2025151-9252,2025-05-31,EMP1037,정준혁,광주,광주1팀,IoT 패키지,20010,구매확정
TXN-2025305-6055,2025-11-01,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,"""26,277""",개통완료
TXN-2025309-9542,2025-11-05,EMP1031,이서연,대전,대전1팀,5G 요금제,88683,구매확정
TXN-2025080-9130,2025-03-21,EMP1004,신지은,서울,서울2팀,IPTV 프리미엄,22580,반려
TXN-2025338-5825,2025-12-04,EMP1025,오나연,부산,부산2팀,IPTV 프리미엄,29205,개통완료
TXN-2026034-7100,2026-02-03,EMP1009,장민수,서울,서울3팀,인터넷 결합,53480,구매확정
TXN-2025037-3686,2025-02-06,EMP1013,최성호,경기,경기1팀,클라우드 서버,1727118,구매확정
TXN-2025119-3427,2025-04-29,EMP1016,이상현,경기,경기2팀,iptv 프리미엄,25770,구매확정
TXN-2025186-8366,2025-07-05,EMP1002,윤서연,서울,서울1팀,Internet 결합,50886,구매확정
TXN-2025110-3594,2025-04-20,EMP1018,박하은,경기,경기2팀,클라우드서버,594308,구매확정
TXN-2025184-8179,2025-07-03,EMP1018,박하은,경기,경기2팀,AI 비서 구독,14387,접수
TXN-2026024-4797,2026-01-24,EMP1013,최성호,경기,경기1팀,5g 요금제,72185,개통완료
TXN-2025191-2205,2025-07-10,EMP1027,박미래,부산,부산2팀,클라우드 서버,1838521,검토완료
TXN-2025286-7338,2025-10-13,EMP1017,최동현,경기,경기2팀,인터넷결합,47226,구매확정
TXN-2026066-3623,2026-03-07,EMP1012,조태영,경기,경기1팀,AI Assistant,15317,구매확정
TXN-2025145-5761,2025-05-25,EMP1007,조유진,서울,서울3팀,IoT 패키지,31849,구매확정
TXN-2026049-1222,2026-02-18,EMP1039,장유진,광주,광주1팀,IPTV 프리미엄,15622,반려
TXN-2025315-1611,2025-11-11,EMP1030,윤태영,대전,대전1팀,IoT 패키지,48768,접수
TXN-2025256-1361,2025-09-13,EMP1034,박현우,대전,대전1팀,클라우드 서버,360420,반려
TXN-2026069-8962,2026-03-10,EMP1005,김성호,서울,서울2팀,클라우드 서버,1109268,검토완료
TXN-2026061-9959,2026-03-02,EMP1035,조지민,광주,광주1팀,아이피티비 프리미엄,"""20,829""",환불
TXN-2025265-6995,2025-09-22,EMP1030,윤태영,대전,대전1팀,IoT 패키지,13955,반려
TXN-2025342-7024,2025-12-08,EMP1002,윤서연,서울,서울1팀,클라우드 서버,1427166,구매확정
TXN-2025348-9031,2025-12-14,EMP1035,조지민,광주,광주1팀,클라우드 Server,316641,구매확정
TXN-2025211-8418,2025-07-30,EMP1024,오미래,부산,부산2팀,클라우드 서버,1659254,개통완료
TXN-2026036-4289,2026-02-05,EMP1019,오현우,경기,경기2팀,인터넷 결합,51356,검토완료
TXN-2025049-4602,2025-02-18,EMP1023,장상현,부산,부산2팀,Cloud 서버,1085903,구매확정
TXN-2025323-2016,2025-11-19,EMP1012,조태영,경기,경기1팀,인터넷 결합,47585,개통완료
TXN-2025060-5841,2025-03-01,EMP1030,윤태영,대전,대전1팀,클라우드 서버,307661,개통완료
TXN-2025217-3362,2025-08-05,,,광주,광주1팀,인터넷 결합상품,44696,구매확정
TXN-2025290-6892,2025-10-17,EMP1013,최성호,경기,경기1팀,인터넷 결합,37240,구매확정
TXN-2025141-1244,2025-05-21,EMP1024,오미래,부산,부산2팀,IoT 패키지,11084,구매확정
TXN-2026039-1995,2026-02-08,EMP1033,서준혁,대전,대전1팀,AI 비서 구독,9965,개통완료
TXN-2025227-1845,2025-08-15,EMP1018,박하은,경기,경기2팀,IoT 패키지,41989,구매확정
TXN-2025300-2151,2025-10-27,EMP1028,윤미래,부산,부산2팀,인터넷 결합,53178,환불
TXN-2025001-3729,2025-01-01,EMP1034,박현우,대전,대전1팀,IoT 패키지,21059,개통완료
TXN-2026028-8214,2026-01-28,EMP1031,이서연,대전,대전1팀,5G 요금제,75709,반려
TXN-2025128-2429,2025-05-08,EMP1003,정수진,서울,서울1팀,인터넷 결합,40114,구매확정
TXN-2026072-5325,2026-03-13,EMP1003,정수진,서울,서울1팀,5G 요금제,77326,검토완료
TXN-2025264-4526,2025-09-21,EMP1007,조유진,서울,서울3팀,AI 비서 구독,11898,구매확정
TXN-2025054-5944,2025-02-23,EMP1035,조지민,광주,광주1팀,IoT 패키지,12746,접수
TXN-2025282-3163,2025-10-09,EMP1032,이태영,대전,대전1팀,AI 비서 구독,19714,접수
TXN-2025253-5589,2025-09-10,EMP1033,서준혁,대전,대전1팀,IoT 패키지,29586,구매확정
TXN-2026040-9802,2026-02-09,EMP1026,조준혁,부산,부산2팀,IPTV Premium,15272,구매확정
TXN-2026013-8952,2026-01-13,EMP1019,오현우,경기,경기2팀,인터넷 결합,50833,취소
TXN-2026042-2390,2026-02-11,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,17733,검토완료
TXN-2025361-2879,2025-12-27,EMP1036,서상현,광주,광주1팀,5G Plan,58458,구매확정
TXN-2025313-3670,2025-11-09,EMP1027,박미래,부산,부산2팀,에이아이 비서,19091,구매확정
TXN-2026037-6111,2026-02-06,EMP1005,김성호,서울,서울2팀,5G 요금제,63571,구매확정
TXN-2025003-6636,2025-01-03,EMP1028,윤미래,부산,부산2팀,IoT 패키지,28703,개통완료
TXN-2025089-5539,2025-03-30,EMP1030,윤태영,대전,대전1팀,인터넷 결합,39837,반려
TXN-2025159-5378,2025-06-08,EMP1025,오나연,부산,부산2팀,Internet 결합,42229,접수
TXN-2025224-8813,2025-08-12,EMP1013,최성호,경기,경기1팀,IPTV 프리미엄,17425,환불
TXN-2026031-2271,2026-01-31,EMP1015,오준혁,경기,경기2팀,클라우드 서버,1922454,구매확정
TXN-2026051-4632,2026-02-20,EMP1037,정준혁,광주,광주1팀,IPTV프리미엄,22215,구매확정
TXN-2025341-3190,2025-12-07,EMP1009,장민수,서울,서울3팀,인터넷 결합,47584,접수
TXN-2025015-5590,2025-01-15,EMP1033,서준혁,대전,대전1팀,AI 비서 구독,12571,구매확정
TXN-2026001-6959,2026-01-01,EMP1028,윤미래,부산,부산2팀,IPTV 프리미엄,27929,개통완료
TXN-2026010-1731,2026-01-10,EMP1025,오나연,부산,부산2팀,인터넷 결합,49190,개통완료
TXN-2025162-7631,2025-06-11,EMP1030,윤태영,대전,대전1팀,IPTV 프리미엄,27408,개통완료
TXN-2025295-2520,2025-10-22,EMP1015,오준혁,경기,경기2팀,IPTV 프리미엄,18381,개통완료
TXN-2025007-4481,2025-01-07,EMP1011,장영철,경기,경기1팀,IPTV 프리미엄,20288,환불
TXN-2026082-5648,2026-03-23,EMP1019,오현우,경기,경기2팀,AI 비서 구독,11865,구매확정
TXN-2025318-1702,2025-11-14,EMP1004,신지은,서울,서울2팀,IPTV 프리미엄,18284,환불
TXN-2025205-1939,2025-07-24,EMP1021,임성호,부산,부산1팀,IoT 패키지,45188,개통완료
TXN-2025017-1595,2025-01-17,EMP1021,임성호,부산,부산1팀,클라우드 서버,654309,구매확정
TXN-2025303-6437,2025-10-30,EMP1004,신지은,서울,서울2팀,AI 비서 구독,13367,구매확정
TXN-2025141-1612,2025-05-21,EMP1009,장민수,서울,서울3팀,AI 비서 구독,14787,접수
TXN-2025171-6264,2025-06-20,EMP1001,김준혁,서울,서울1팀,인터넷 결합,36264,접수
TXN-2025183-7035,2025-07-02,EMP1037,정준혁,광주,광주1팀,인터넷 결합,35297,구매확정
TXN-2025111-7210,2025-04-21,EMP1003,정수진,서울,서울1팀,5G 요금제,62154,접수
TXN-2025078-6818,2025-03-19,EMP1013,최성호,경기,경기1팀,IoT패키지,28805,취소
TXN-2026057-2156,2026-02-26,EMP1027,박미래,부산,부산2팀,IPTV프리미엄,17070,환불
TXN-2025092-7215,2025-04-02,EMP1008,윤상현,서울,서울3팀,5G 요금제,"""86,340""",구매확정
TXN-2025180-1681,2025-06-29,EMP1014,최나연,경기,경기2팀,IPTV 프리미엄,28017,구매확정
TXN-2026047-2220,2026-02-16,EMP1012,조태영,경기,경기1팀,아이피티비 프리미엄,27437,구매확정
TXN-2026048-7179,2026-02-17,,,경기,경기1팀,5G 요금제,73086,구매확정
TXN-2026065-5774,2026-03-06,EMP1027,박미래,부산,부산2팀,ai 비서 구독,10053,환불
TXN-2025232-7099,2025-08-20,EMP1015,오준혁,경기,경기2팀,IoT 패키지,"""14,040""",구매확정
TXN-2025190-4859,2025-07-09,EMP1014,최나연,경기,경기2팀,AI 비서 구독,16922,구매확정
TXN-2025345-1052,2025-12-11,EMP1029,서준혁,대전,대전1팀,AI 비서 구독,15921,구매확정
TXN-2025219-7155,2025-08-07,EMP1006,조서연,서울,서울2팀,,44153,개통완료
TXN-2025174-1074,2025-06-23,EMP1031,이서연,대전,대전1팀,인터넷 결합상품,52542,반려
TXN-2025161-7330,2025-06-10,EMP1016,이상현,경기,경기2팀,클라우드 서버,1126899,환불
TXN-2025092-9504,2025-04-02,EMP1026,조준혁,부산,부산2팀,인터넷 결합,51918,구매확정
TXN-2025148-4225,2025-05-28,EMP1023,장상현,부산,부산2팀,IoT 패키지,22504,구매확정
TXN-2025263-3442,2025-09-20,EMP1035,조지민,광주,광주1팀,IOT 패키지,37307,검토완료
TXN-2025285-8612,2025-10-12,EMP1019,오현우,경기,경기2팀,IPTV 프리미엄,15610,개통완료
TXN-2025082-3543,2025-03-23,EMP1018,박하은,경기,경기2팀,AI 비서 구독,12041,구매확정
TXN-2026023-5059,2026-01-23,EMP1038,정서연,광주,광주1팀,인터넷 결합,53370,구매확정
TXN-2025076-4770,2025-03-17,EMP1008,윤상현,서울,서울3팀,IOT 패키지,40818,접수
TXN-2025132-6896,2025-05-12,EMP1027,박미래,부산,부산2팀,AI 비서 구독,10143,검토완료
TXN-2025259-7316,2025-09-16,EMP1024,오미래,부산,부산2팀,IOT 패키지,43831,검토완료
TXN-2025146-9514,2025-05-26,EMP1009,장민수,서울,서울3팀,클라우드 서버,1386911,구매확정
TXN-2025301-5313,2025-10-28,EMP1008,윤상현,서울,서울3팀,AI 비서 구독,14774,구매확정
TXN-2025146-6087,2025-05-26,EMP1003,정수진,서울,서울1팀,AI 비서 구독,14090,검토완료
TXN-2025303-7176,2025-10-30,EMP1008,윤상현,서울,서울3팀,클라우드 서버,940046,개통완료
TXN-2026011-3795,2026-01-11,EMP1029,서준혁,대전,대전1팀,5G 요금제,88228,구매확정
TXN-2025278-7104,2025-10-05,EMP1008,윤상현,서울,서울3팀,인터넷 결합상품,48643,접수
TXN-2025192-7942,2025-07-11,EMP1015,오준혁,경기,경기2팀,클라우드 서버,1987391,취소
TXN-2025084-4159,2025-03-25,EMP1030,윤태영,대전,대전1팀,5G 요금제,65687,구매확정
TXN-2025004-4588,2025-01-04,EMP1024,오미래,부산,부산2팀,iot 패키지,39132,검토완료
TXN-2025350-8086,2025-12-16,EMP1012,조태영,경기,경기1팀,AI 비서 구독,12354,구매확정
TXN-2026027-6951,2026-01-27,EMP1039,장유진,광주,광주1팀,5G 요금제,88608,환불
TXN-2025308-3553,2025-11-04,EMP1029,서준혁,대전,대전1팀,클라우드 서버,581770,개통완료
TXN-2025161-5667,2025-06-10,EMP1009,장민수,서울,서울3팀,인터넷 결합,43531,환불
TXN-2026037-2812,2026-02-06,EMP1012,조태영,경기,경기1팀,IoT 패키지,46911,구매확정
TXN-2025234-1468,2025-08-22,EMP1028,윤미래,부산,부산2팀,AI 비서 구독,13276,검토완료
TXN-2025182-6833,2025-07-01,EMP1031,이서연,대전,대전1팀,클라우드 Server,984736,구매확정
TXN-2025354-7932,2025-12-20,EMP1031,이서연,대전,대전1팀,IPTV 프리미엄,27335,구매확정
TXN-2025179-6874,2025-07-31,EMP1016,이상현,경기,경기2팀,IoT 패키지,13532,검토완료
TXN-2025258-5224,2025-09-15,EMP1002,윤서연,서울,서울1팀,IPTV 프리미엄,17187,개통완료
TXN-2025264-8685,2025-09-21,EMP1025,오나연,부산,부산2팀,,17471,구매확정
TXN-2025151-2472,2025-05-31,EMP1001,김준혁,서울,서울1팀,IPTV 프리미엄,20655,개통완료
TXN-2025302-5411,2025-10-29,EMP1037,정준혁,광주,광주1팀,클라우드 서버,231655,환불
TXN-2025339-5225,2025-12-05,EMP1004,신지은,서울,서울2팀,AI 비서 구독,11076,검토완료
TXN-2025050-6322,2025-02-19,EMP1022,윤수진,부산,부산1팀,AI 비서 구독,14163,취소
TXN-2025095-1881,2025-04-05,EMP1008,윤상현,서울,서울3팀,IPTV 프리미엄,18752,구매확정
TXN-2025180-4122,2025-06-29,EMP1008,윤상현,서울,서울3팀,5G 요금제,76186,취소
TXN-2026022-4360,2026-01-22,EMP1017,최동현,경기,경기2팀,IPTV 프리미엄,16794,개통완료
TXN-2026037-2228,2026-02-06,EMP1014,최나연,경기,경기2팀,클라우드 서버,1809096,취소
TXN-2025197-1163,2025-07-16,EMP1028,윤미래,부산,부산2팀,5G 요금제,58926,구매확정
TXN-2025283-5513,2025-10-10,EMP1002,윤서연,서울,서울1팀,AI 비서 구독,14715,구매확정
TXN-2025290-4143,2025-10-17,EMP1021,임성호,부산,부산1팀,인터넷결합,37798,구매확정
TXN-2025149-2314,2025-05-29,EMP1005,김성호,서울,서울2팀,인터넷 결합,35586,개통완료
TXN-2025290-3183,2025-10-17,EMP1025,오나연,부산,부산2팀,IPTV 프리미엄,22180,검토완료
TXN-2026007-7717,2026-01-07,EMP1033,서준혁,대전,대전1팀,IoT 패키지,11762,구매확정
TXN-2025208-9367,2025-07-27,EMP1018,박하은,경기,경기2팀,클라우드 Server,1986920,구매확정
TXN-2025170-2699,2025-06-19,EMP1012,조태영,경기,경기1팀,AI 비서 구독,14043,취소
TXN-2025316-4566,2025-11-12,EMP1001,김준혁,서울,서울1팀,클라우드 서버,1359716,개통완료
TXN-2026004-2015,2026-01-04,EMP1011,장영철,경기,경기1팀,Internet 결합,36752,취소
TXN-2025017-3449,2025-01-17,EMP1036,서상현,광주,광주1팀,Cloud 서버,359920,구매확정
TXN-2025038-9959,2025-02-07,EMP1039,장유진,광주,광주1팀,iot 패키지,40983,구매확정
TXN-2025330-5385,2025-11-26,EMP1018,박하은,경기,경기2팀,AI 비서 구독,14082,반려
TXN-2025208-8699,2025-07-27,EMP1009,장민수,서울,서울3팀,5G 요금제,,취소
TXN-2025140-6935,2025-05-20,EMP1009,장민수,서울,서울3팀,클라우드 서버,1786225,환불
TXN-2026048-8104,2026-02-17,EMP1012,조태영,경기,경기1팀,AI 비서 구독,10079,구매확정
TXN-2025242-7903,2025-08-30,EMP1020,이서연,부산,부산1팀,AI 비서 구독,14951,반려
TXN-2025220-4111,2025-08-08,EMP1006,조서연,서울,서울2팀,IPTV 프리미엄,26633,개통완료
TXN-2025074-8592,2025-03-15,EMP1027,박미래,부산,부산2팀,AI 비서 구독,19580,검토완료
TXN-2025127-2448,2025-05-07,EMP1007,조유진,서울,서울3팀,5G 요금제,75907,구매확정
TXN-2025298-4592,2025-10-25,EMP1014,최나연,경기,경기2팀,IPTV 프리미엄,25278,환불
TXN-2025021-1327,2025-01-21,EMP1032,이태영,대전,대전1팀,IPTV 프리미엄,29142,개통완료
TXN-2026062-9548,2026-03-03,EMP1035,조지민,광주,광주1팀,5G 요금 제,61308,접수
TXN-2025350-1526,2025-12-16,EMP1021,임성호,부산,부산1팀,AI 비서 구독,19368,반려
TXN-2026030-1738,2026-01-30,EMP1017,최동현,경기,경기2팀,인터넷 결합,47352,구매확정
TXN-2025068-8116,2025-03-09,EMP1018,박하은,경기,경기2팀,IoT 패키지,11972,환불
TXN-2025110-9117,2025-04-20,EMP1009,장민수,서울,서울3팀,인터넷 결합,44821,환불
TXN-2026053-9823,2026-02-22,EMP1012,조태영,경기,경기1팀,IoT 패키지,35301,접수
TXN-2025289-1962,2025-10-16,,,경기,경기2팀,인터넷 결합,43636,구매확정
TXN-2025336-7606,2025-12-02,EMP1033,서준혁,대전,대전1팀,IoT 패키지,43185,검토완료
TXN-2025040-4759,2025-02-09,EMP1013,최성호,경기,경기1팀,AI Assistant,14771,개통완료
TXN-2025273-6674,2025-09-30,EMP1027,박미래,부산,부산2팀,IPTV 프리미엄,15463,구매확정
TXN-2026028-5770,2026-01-28,EMP1007,조유진,서울,서울3팀,클라우드 서버,392381,검토완료
TXN-2026067-2560,2026-03-08,EMP1032,이태영,대전,대전1팀,5G 요금 제,69348,구매확정
TXN-2025065-2913,2025-03-06,EMP1009,장민수,서울,서울3팀,AI 비서 구독,16874,검토완료
TXN-2025014-9771,2025-01-14,EMP1021,임성호,부산,부산1팀,클라우드 서버,213495,접수
TXN-2025257-9305,2025-09-14,EMP1033,서준혁,대전,대전1팀,5G 요금제,64222,환불
TXN-2025288-8285,2025-10-15,EMP1030,윤태영,대전,대전1팀,인터넷 결합상품,46883,환불
TXN-2026076-9553,2026-03-17,EMP1028,윤미래,부산,부산2팀,5g 요금제,"""57,346""",구매확정
TXN-2025365-5771,2025-12-31,EMP1025,오나연,부산,부산2팀,아이피티비 프리미엄,20522,구매확정
TXN-2025073-7648,2025-03-14,EMP1006,조서연,서울,서울2팀,클라우드서버,1186359,개통완료
TXN-2026045-8775,2026-02-14,EMP1009,장민수,서울,서울3팀,5G 요금제,83641,검토완료
TXN-2025113-3196,2025-04-23,EMP1021,임성호,부산,부산1팀,사물인터넷 패키지,23683,반려
TXN-2025124-7290,2025-05-04,EMP1010,신태영,경기,경기1팀,IPTV 프리미엄,27810,검토완료
TXN-2026077-4925,2026-03-18,EMP1001,김준혁,서울,서울1팀,IPTV 프리미엄,,개통완료
TXN-2025220-7192,2025-08-08,EMP1006,조서연,서울,서울2팀,5G 요금제,57288,검토완료
TXN-2025260-2115,2025-09-17,EMP1025,오나연,부산,부산2팀,5G 요금제,68284,개통완료
TXN-2025198-2848,2025-07-17,EMP1020,이서연,부산,부산1팀,IPTV프리미엄,17350,개통완료
TXN-2025155-4322,2025-06-04,EMP1025,오나연,부산,부산2팀,AI Assistant,10974,접수
TXN-2025270-2303,2025-09-27,EMP1009,장민수,서울,서울3팀,iptv 프리미엄,17187,취소
TXN-2025109-9950,2025-04-19,EMP1030,윤태영,대전,대전1팀,인터넷 결합상품,"""45,658""",구매확정
TXN-2025228-6876,2025-08-16,EMP1030,윤태영,대전,대전1팀,인터넷 결합,48126,환불
TXN-2025330-2685,2025-11-26,EMP1002,윤서연,서울,서울1팀,IoT 패키지,30186,구매확정
TXN-2025140-1101,2025-05-20,EMP1013,최성호,경기,경기1팀,클라우드 서버,1425578,구매확정
TXN-2025263-5168,2025-09-20,EMP1021,임성호,부산,부산1팀,iptv 프리미엄,27270,환불
TXN-2025261-6588,2025-09-18,EMP1005,김성호,서울,서울2팀,iptv 프리미엄,27846,구매확정
TXN-2025056-4853,2025-02-25,EMP1014,최나연,경기,경기2팀,ai 비서 구독,10076,구매확정
TXN-2025064-4999,2025-03-05,EMP1032,이태영,대전,대전1팀,인터넷 결합,46776,검토완료
TXN-2025109-7069,2025-04-19,EMP1012,조태영,경기,경기1팀,AI 비서 구독,11151,구매확정
TXN-2025111-1800,2025-04-21,EMP1033,서준혁,대전,대전1팀,클라우드 서버,647234,구매확정
TXN-2026048-2350,2026-02-17,EMP1039,장유진,광주,광주1팀,IoT 패키지,37706,구매확정
TXN-2025079-7668,2025-03-20,EMP1033,서준혁,대전,대전1팀,AI비서구독,14257,접수
TXN-2025266-7908,2025-09-23,EMP1012,조태영,경기,경기1팀,IoT 패키지,34199,개통완료
TXN-2025232-8962,2025-08-20,EMP1038,정서연,광주,광주1팀,클라우드 서버,1158980,개통완료
TXN-2025140-3596,2025-05-20,EMP1013,최성호,경기,경기1팀,AI 비서 구독,19318,환불
TXN-2025354-4043,2025-12-20,EMP1031,이서연,대전,대전1팀,5G 요금제,57648,반려
TXN-2025079-5319,2025-03-20,EMP1036,서상현,광주,광주1팀,IoT 패키지,15940,구매확정
TXN-2026058-7580,2026-02-27,EMP1013,최성호,경기,경기1팀,AI 비서 구독,11665,검토완료
TXN-2025269-2747,2025-09-26,EMP1018,박하은,경기,경기2팀,5G 요금제,72771,구매확정
TXN-2025233-4084,2025-08-21,EMP1012,조태영,경기,경기1팀,클라우드서버,922643,구매확정
TXN-2026062-7189,2026-03-03,EMP1027,박미래,부산,부산2팀,5G 요금제,74095,구매확정
TXN-2025031-9595,2025-01-31,EMP1039,장유진,광주,광주1팀,AI 비서 구독,"""11,913""",구매확정
TXN-2025091-3732,2025-04-01,EMP1014,최나연,경기,경기2팀,AI 비서 구독,19555,구매확정
TXN-2025092-6934,2025-04-02,EMP1002,윤서연,서울,서울1팀,IoT 패키지,28920,구매확정
TXN-2025148-9746,2025-05-28,EMP1026,조준혁,부산,부산2팀,AI 비서 구독,18634,구매확정
TXN-2025067-8082,2025-03-08,EMP1014,최나연,경기,경기2팀,클라우드 서버,"""1,624,504""",구매확정
TXN-2025120-1774,2025-04-30,EMP1015,오준혁,경기,경기2팀,클라우드 서버,1491473,접수
